   mu          tdec
   1.8993281E-20   1.0000055E+00
   1.9054607E-20   1.0000055E+00
   1.9116131E-20   1.0000055E+00
   1.9177854E-20   1.0000055E+00
   1.9239775E-20   1.0000055E+00
   1.9301897E-20   1.0000055E+00
   1.9364220E-20   1.0000055E+00
   1.9426743E-20   1.0000055E+00
   1.9489469E-20   1.0000055E+00
   1.9552397E-20   1.0000055E+00
   1.9615528E-20   1.0000055E+00
   1.9678863E-20   1.0000055E+00
   1.9742402E-20   1.0000055E+00
   1.9806147E-20   1.0000055E+00
   1.9870098E-20   1.0000055E+00
   1.9934255E-20   1.0000055E+00
   1.9998619E-20   1.0000055E+00
   2.0063191E-20   1.0000055E+00
   2.0127971E-20   1.0000055E+00
   2.0192961E-20   1.0000055E+00
   2.0258160E-20   1.0000055E+00
   2.0323570E-20   1.0000055E+00
   2.0389191E-20   1.0000055E+00
   2.0455024E-20   1.0000055E+00
   2.0521070E-20   1.0000055E+00
   2.0587329E-20   1.0000055E+00
   2.0653802E-20   1.0000055E+00
   2.0720489E-20   1.0000055E+00
   2.0787392E-20   1.0000055E+00
   2.0854510E-20   1.0000055E+00
   2.0921846E-20   1.0000055E+00
   2.0989399E-20   1.0000055E+00
   2.1057170E-20   1.0000055E+00
   2.1125160E-20   1.0000055E+00
   2.1193369E-20   1.0000055E+00
   2.1261799E-20   1.0000055E+00
   2.1330449E-20   1.0000055E+00
   2.1399321E-20   1.0000055E+00
   2.1468416E-20   1.0000055E+00
   2.1537734E-20   1.0000055E+00
   2.1607275E-20   1.0000055E+00
   2.1677041E-20   1.0000055E+00
   2.1747032E-20   1.0000055E+00
   2.1817250E-20   1.0000055E+00
   2.1887694E-20   1.0000055E+00
   2.1958365E-20   1.0000055E+00
   2.2029265E-20   1.0000055E+00
   2.2100393E-20   1.0000055E+00
   2.2171751E-20   1.0000055E+00
   2.2243340E-20   1.0000055E+00
   2.2315160E-20   1.0000055E+00
   2.2387211E-20   1.0000055E+00
   2.2459496E-20   1.0000055E+00
   2.2532013E-20   1.0000055E+00
   2.2604765E-20   1.0000055E+00
   2.2677752E-20   1.0000055E+00
   2.2750974E-20   1.0000055E+00
   2.2824433E-20   1.0000055E+00
   2.2898129E-20   1.0000055E+00
   2.2972063E-20   1.0000055E+00
   2.3046236E-20   1.0000055E+00
   2.3120648E-20   1.0000055E+00
   2.3195300E-20   1.0000055E+00
   2.3270194E-20   1.0000055E+00
   2.3345329E-20   1.0000055E+00
   2.3420707E-20   1.0000055E+00
   2.3496328E-20   1.0000055E+00
   2.3572194E-20   1.0000055E+00
   2.3648304E-20   1.0000055E+00
   2.3724660E-20   1.0000055E+00
   2.3801263E-20   1.0000055E+00
   2.3878113E-20   1.0000055E+00
   2.3955211E-20   1.0000055E+00
   2.4032558E-20   1.0000055E+00
   2.4110155E-20   1.0000055E+00
   2.4188002E-20   1.0000055E+00
   2.4266101E-20   1.0000055E+00
   2.4344452E-20   1.0000055E+00
   2.4423056E-20   1.0000055E+00
   2.4501913E-20   1.0000055E+00
   2.4581026E-20   1.0000055E+00
   2.4660393E-20   1.0000055E+00
   2.4740017E-20   1.0000055E+00
   2.4819898E-20   1.0000055E+00
   2.4900037E-20   1.0000055E+00
   2.4980435E-20   1.0000055E+00
   2.5061093E-20   1.0000055E+00
   2.5142010E-20   1.0000055E+00
   2.5223189E-20   1.0000055E+00
   2.5304630E-20   1.0000055E+00
   2.5386335E-20   1.0000055E+00
   2.5468303E-20   1.0000055E+00
   2.5550535E-20   1.0000055E+00
   2.5633033E-20   1.0000055E+00
   2.5715798E-20   1.0000055E+00
   2.5798829E-20   1.0000055E+00
   2.5882129E-20   1.0000055E+00
   2.5965698E-20   1.0000055E+00
   2.6049536E-20   1.0000055E+00
   2.6133646E-20   1.0000055E+00
   2.6218027E-20   1.0000055E+00
   2.6302680E-20   1.0000055E+00
   2.6387607E-20   1.0000055E+00
   2.6472807E-20   1.0000055E+00
   2.6558283E-20   1.0000055E+00
   2.6644035E-20   1.0000055E+00
   2.6730064E-20   1.0000055E+00
   2.6816371E-20   1.0000055E+00
   2.6902956E-20   1.0000055E+00
   2.6989821E-20   1.0000055E+00
   2.7076966E-20   1.0000055E+00
   2.7164393E-20   1.0000055E+00
   2.7252102E-20   1.0000055E+00
   2.7340094E-20   1.0000055E+00
   2.7428370E-20   1.0000055E+00
   2.7516931E-20   1.0000055E+00
   2.7605779E-20   1.0000055E+00
   2.7694913E-20   1.0000055E+00
   2.7784335E-20   1.0000055E+00
   2.7874045E-20   1.0000055E+00
   2.7964045E-20   1.0000055E+00
   2.8054336E-20   1.0000055E+00
   2.8144919E-20   1.0000055E+00
   2.8235794E-20   1.0000055E+00
   2.8326962E-20   1.0000055E+00
   2.8418425E-20   1.0000055E+00
   2.8510183E-20   1.0000055E+00
   2.8602237E-20   1.0000055E+00
   2.8694588E-20   1.0000055E+00
   2.8787238E-20   1.0000055E+00
   2.8880187E-20   1.0000055E+00
   2.8973436E-20   1.0000055E+00
   2.9066986E-20   1.0000055E+00
   2.9160838E-20   1.0000055E+00
   2.9254993E-20   1.0000055E+00
   2.9349452E-20   1.0000055E+00
   2.9444216E-20   1.0000055E+00
   2.9539286E-20   1.0000055E+00
   2.9634663E-20   1.0000055E+00
   2.9730348E-20   1.0000055E+00
   2.9826342E-20   1.0000055E+00
   2.9922646E-20   1.0000055E+00
   3.0019261E-20   1.0000055E+00
   3.0116188E-20   1.0000055E+00
   3.0213428E-20   1.0000055E+00
   3.0310982E-20   1.0000055E+00
   3.0408850E-20   1.0000055E+00
   3.0507035E-20   1.0000055E+00
   3.0605537E-20   1.0000055E+00
   3.0704357E-20   1.0000055E+00
   3.0803495E-20   1.0000055E+00
   3.0902954E-20   1.0000055E+00
   3.1002734E-20   1.0000055E+00
   3.1102837E-20   1.0000055E+00
   3.1203262E-20   1.0000055E+00
   3.1304012E-20   1.0000055E+00
   3.1405087E-20   1.0000055E+00
   3.1506488E-20   1.0000055E+00
   3.1608217E-20   1.0000055E+00
   3.1710274E-20   1.0000055E+00
   3.1812661E-20   1.0000055E+00
   3.1915379E-20   1.0000055E+00
   3.2018428E-20   1.0000055E+00
   3.2121809E-20   1.0000055E+00
   3.2225525E-20   1.0000055E+00
   3.2329575E-20   1.0000055E+00
   3.2433962E-20   1.0000055E+00
   3.2538685E-20   1.0000055E+00
   3.2643747E-20   1.0000055E+00
   3.2749148E-20   1.0000055E+00
   3.2854889E-20   1.0000055E+00
   3.2960971E-20   1.0000055E+00
   3.3067396E-20   1.0000055E+00
   3.3174165E-20   1.0000055E+00
   3.3281278E-20   1.0000055E+00
   3.3388738E-20   1.0000055E+00
   3.3496544E-20   1.0000055E+00
   3.3604698E-20   1.0000055E+00
   3.3713202E-20   1.0000055E+00
   3.3822056E-20   1.0000055E+00
   3.3931261E-20   1.0000055E+00
   3.4040819E-20   1.0000055E+00
   3.4150731E-20   1.0000055E+00
   3.4260997E-20   1.0000055E+00
   3.4371620E-20   1.0000055E+00
   3.4482600E-20   1.0000055E+00
   3.4593938E-20   1.0000055E+00
   3.4705635E-20   1.0000055E+00
   3.4817694E-20   1.0000055E+00
   3.4930114E-20   1.0000055E+00
   3.5042897E-20   1.0000055E+00
   3.5156044E-20   1.0000055E+00
   3.5269557E-20   1.0000055E+00
   3.5383436E-20   1.0000055E+00
   3.5497682E-20   1.0000055E+00
   3.5612298E-20   1.0000055E+00
   3.5727284E-20   1.0000055E+00
   3.5842641E-20   1.0000055E+00
   3.5958370E-20   1.0000055E+00
   3.6074473E-20   1.0000055E+00
   3.6190951E-20   1.0000055E+00
   3.6307805E-20   1.0000055E+00
   3.6425037E-20   1.0000055E+00
   3.6542647E-20   1.0000055E+00
   3.6660636E-20   1.0000055E+00
   3.6779007E-20   1.0000055E+00
   3.6897760E-20   1.0000055E+00
   3.7016896E-20   1.0000055E+00
   3.7136417E-20   1.0000055E+00
   3.7256324E-20   1.0000055E+00
   3.7376618E-20   1.0000055E+00
   3.7497300E-20   1.0000055E+00
   3.7618372E-20   1.0000055E+00
   3.7739835E-20   1.0000055E+00
   3.7861690E-20   1.0000055E+00
   3.7983939E-20   1.0000055E+00
   3.8106582E-20   1.0000055E+00
   3.8229622E-20   1.0000055E+00
   3.8353058E-20   1.0000055E+00
   3.8476893E-20   1.0000055E+00
   3.8601128E-20   1.0000055E+00
   3.8725764E-20   1.0000055E+00
   3.8850803E-20   1.0000055E+00
   3.8976245E-20   1.0000055E+00
   3.9102093E-20   1.0000055E+00
   3.9228346E-20   1.0000055E+00
   3.9355008E-20   1.0000055E+00
   3.9482078E-20   1.0000055E+00
   3.9609558E-20   1.0000055E+00
   3.9737451E-20   1.0000055E+00
   3.9865756E-20   1.0000055E+00
   3.9994475E-20   1.0000055E+00
   4.0123610E-20   1.0000055E+00
   4.0253162E-20   1.0000055E+00
   4.0383132E-20   1.0000055E+00
   4.0513522E-20   1.0000055E+00
   4.0644333E-20   1.0000055E+00
   4.0775566E-20   1.0000055E+00
   4.0907223E-20   1.0000055E+00
   4.1039305E-20   1.0000055E+00
   4.1171814E-20   1.0000055E+00
   4.1304750E-20   1.0000055E+00
   4.1438116E-20   1.0000055E+00
   4.1571912E-20   1.0000055E+00
   4.1706140E-20   1.0000055E+00
   4.1840802E-20   1.0000055E+00
   4.1975898E-20   1.0000055E+00
   4.2111431E-20   1.0000055E+00
   4.2247401E-20   1.0000055E+00
   4.2383811E-20   1.0000055E+00
   4.2520660E-20   1.0000055E+00
   4.2657952E-20   1.0000055E+00
   4.2795687E-20   1.0000055E+00
   4.2933866E-20   1.0000055E+00
   4.3072492E-20   1.0000055E+00
   4.3211565E-20   1.0000055E+00
   4.3351088E-20   1.0000055E+00
   4.3491061E-20   1.0000055E+00
   4.3631486E-20   1.0000055E+00
   4.3772364E-20   1.0000055E+00
   4.3913697E-20   1.0000055E+00
   4.4055486E-20   1.0000055E+00
   4.4197734E-20   1.0000055E+00
   4.4340440E-20   1.0000055E+00
   4.4483607E-20   1.0000055E+00
   4.4627237E-20   1.0000055E+00
   4.4771330E-20   1.0000055E+00
   4.4915889E-20   1.0000055E+00
   4.5060914E-20   1.0000055E+00
   4.5206408E-20   1.0000055E+00
   4.5352371E-20   1.0000055E+00
   4.5498806E-20   1.0000055E+00
   4.5645713E-20   1.0000055E+00
   4.5793095E-20   1.0000055E+00
   4.5940953E-20   1.0000055E+00
   4.6089288E-20   1.0000055E+00
   4.6238102E-20   1.0000055E+00
   4.6387397E-20   1.0000055E+00
   4.6537173E-20   1.0000055E+00
   4.6687433E-20   1.0000055E+00
   4.6838179E-20   1.0000055E+00
   4.6989411E-20   1.0000055E+00
   4.7141131E-20   1.0000055E+00
   4.7293341E-20   1.0000055E+00
   4.7446043E-20   1.0000055E+00
   4.7599238E-20   1.0000055E+00
   4.7752927E-20   1.0000055E+00
   4.7907113E-20   1.0000055E+00
   4.8061796E-20   1.0000055E+00
   4.8216979E-20   1.0000055E+00
   4.8372663E-20   1.0000055E+00
   4.8528850E-20   1.0000055E+00
   4.8685541E-20   1.0000055E+00
   4.8842738E-20   1.0000055E+00
   4.9000442E-20   1.0000055E+00
   4.9158656E-20   1.0000055E+00
   4.9317380E-20   1.0000055E+00
   4.9476617E-20   1.0000055E+00
   4.9636368E-20   1.0000055E+00
   4.9796635E-20   1.0000055E+00
   4.9957420E-20   1.0000055E+00
   5.0118723E-20   1.0000055E+00
   5.0280548E-20   1.0000055E+00
   5.0442895E-20   1.0000055E+00
   5.0605766E-20   1.0000055E+00
   5.0769163E-20   1.0000055E+00
   5.0933087E-20   1.0000055E+00
   5.1097541E-20   1.0000055E+00
   5.1262526E-20   1.0000055E+00
   5.1428043E-20   1.0000055E+00
   5.1594095E-20   1.0000055E+00
   5.1760683E-20   1.0000055E+00
   5.1927809E-20   1.0000055E+00
   5.2095475E-20   1.0000055E+00
   5.2263682E-20   1.0000055E+00
   5.2432432E-20   1.0000055E+00
   5.2601727E-20   1.0000055E+00
   5.2771568E-20   1.0000055E+00
   5.2941958E-20   1.0000055E+00
   5.3112898E-20   1.0000055E+00
   5.3284390E-20   1.0000055E+00
   5.3456436E-20   1.0000055E+00
   5.3629037E-20   1.0000055E+00
   5.3802196E-20   1.0000055E+00
   5.3975913E-20   1.0000055E+00
   5.4150192E-20   1.0000055E+00
   5.4325033E-20   1.0000055E+00
   5.4500439E-20   1.0000055E+00
   5.4676411E-20   1.0000055E+00
   5.4852951E-20   1.0000055E+00
   5.5030062E-20   1.0000055E+00
   5.5207744E-20   1.0000055E+00
   5.5386000E-20   1.0000055E+00
   5.5564831E-20   1.0000055E+00
   5.5744240E-20   1.0000055E+00
   5.5924228E-20   1.0000055E+00
   5.6104798E-20   1.0000055E+00
   5.6285950E-20   1.0000055E+00
   5.6467687E-20   1.0000055E+00
   5.6650011E-20   1.0000055E+00
   5.6832924E-20   1.0000055E+00
   5.7016427E-20   1.0000055E+00
   5.7200523E-20   1.0000055E+00
   5.7385213E-20   1.0000055E+00
   5.7570500E-20   1.0000055E+00
   5.7756385E-20   1.0000055E+00
   5.7942870E-20   1.0000055E+00
   5.8129957E-20   1.0000055E+00
   5.8317648E-20   1.0000055E+00
   5.8505945E-20   1.0000055E+00
   5.8694850E-20   1.0000055E+00
   5.8884366E-20   1.0000055E+00
   5.9074493E-20   1.0000055E+00
   5.9265234E-20   1.0000055E+00
   5.9456590E-20   1.0000055E+00
   5.9648565E-20   1.0000055E+00
   5.9841160E-20   1.0000055E+00
   6.0034376E-20   1.0000055E+00
   6.0228216E-20   1.0000055E+00
   6.0422682E-20   1.0000055E+00
   6.0617776E-20   1.0000055E+00
   6.0813500E-20   1.0000055E+00
   6.1009856E-20   1.0000055E+00
   6.1206846E-20   1.0000055E+00
   6.1404472E-20   1.0000055E+00
   6.1602736E-20   1.0000055E+00
   6.1801640E-20   1.0000055E+00
   6.2001186E-20   1.0000055E+00
   6.2201377E-20   1.0000055E+00
   6.2402214E-20   1.0000055E+00
   6.2603700E-20   1.0000055E+00
   6.2805836E-20   1.0000055E+00
   6.3008625E-20   1.0000055E+00
   6.3212068E-20   1.0000055E+00
   6.3416169E-20   1.0000055E+00
   6.3620928E-20   1.0000055E+00
   6.3826349E-20   1.0000055E+00
   6.4032432E-20   1.0000055E+00
   6.4239182E-20   1.0000055E+00
   6.4446598E-20   1.0000055E+00
   6.4654685E-20   1.0000055E+00
   6.4863443E-20   1.0000055E+00
   6.5072876E-20   1.0000055E+00
   6.5282984E-20   1.0000055E+00
   6.5493771E-20   1.0000055E+00
   6.5705239E-20   1.0000055E+00
   6.5917390E-20   1.0000055E+00
   6.6130225E-20   1.0000055E+00
   6.6343748E-20   1.0000055E+00
   6.6557960E-20   1.0000055E+00
   6.6772863E-20   1.0000055E+00
   6.6988461E-20   1.0000055E+00
   6.7204755E-20   1.0000055E+00
   6.7421747E-20   1.0000055E+00
   6.7639439E-20   1.0000055E+00
   6.7857835E-20   1.0000055E+00
   6.8076936E-20   1.0000055E+00
   6.8296744E-20   1.0000055E+00
   6.8517262E-20   1.0000055E+00
   6.8738492E-20   1.0000055E+00
   6.8960436E-20   1.0000055E+00
   6.9183097E-20   1.0000055E+00
   6.9406477E-20   1.0000055E+00
   6.9630578E-20   1.0000055E+00
   6.9855403E-20   1.0000055E+00
   7.0080953E-20   1.0000055E+00
   7.0307232E-20   1.0000055E+00
   7.0534241E-20   1.0000055E+00
   7.0761984E-20   1.0000055E+00
   7.0990462E-20   1.0000055E+00
   7.1219677E-20   1.0000055E+00
   7.1449633E-20   1.0000055E+00
   7.1680331E-20   1.0000055E+00
   7.1911774E-20   1.0000055E+00
   7.2143964E-20   1.0000055E+00
   7.2376904E-20   1.0000055E+00
   7.2610596E-20   1.0000055E+00
   7.2845042E-20   1.0000055E+00
   7.3080246E-20   1.0000055E+00
   7.3316209E-20   1.0000055E+00
   7.3552934E-20   1.0000055E+00
   7.3790423E-20   1.0000055E+00
   7.4028679E-20   1.0000055E+00
   7.4267704E-20   1.0000055E+00
   7.4507501E-20   1.0000055E+00
   7.4748073E-20   1.0000055E+00
   7.4989421E-20   1.0000055E+00
   7.5231548E-20   1.0000055E+00
   7.5474457E-20   1.0000055E+00
   7.5718151E-20   1.0000055E+00
   7.5962631E-20   1.0000055E+00
   7.6207901E-20   1.0000055E+00
   7.6453963E-20   1.0000055E+00
   7.6700819E-20   1.0000055E+00
   7.6948472E-20   1.0000055E+00
   7.7196925E-20   1.0000055E+00
   7.7446180E-20   1.0000055E+00
   7.7696240E-20   1.0000055E+00
   7.7947107E-20   1.0000055E+00
   7.8198784E-20   1.0000055E+00
   7.8451274E-20   1.0000055E+00
   7.8704579E-20   1.0000055E+00
   7.8958702E-20   1.0000055E+00
   7.9213645E-20   1.0000055E+00
   7.9469412E-20   1.0000055E+00
   7.9726005E-20   1.0000055E+00
   7.9983426E-20   1.0000055E+00
   8.0241678E-20   1.0000055E+00
   8.0500764E-20   1.0000055E+00
   8.0760686E-20   1.0000055E+00
   8.1021448E-20   1.0000055E+00
   8.1283052E-20   1.0000055E+00
   8.1545500E-20   1.0000055E+00
   8.1808796E-20   1.0000055E+00
   8.2072942E-20   1.0000055E+00
   8.2337941E-20   1.0000055E+00
   8.2603795E-20   1.0000055E+00
   8.2870508E-20   1.0000055E+00
   8.3138082E-20   1.0000055E+00
   8.3406520E-20   1.0000055E+00
   8.3675824E-20   1.0000055E+00
   8.3945999E-20   1.0000055E+00
   8.4217045E-20   1.0000055E+00
   8.4488967E-20   1.0000055E+00
   8.4761767E-20   1.0000055E+00
   8.5035447E-20   1.0000055E+00
   8.5310011E-20   1.0000055E+00
   8.5585462E-20   1.0000055E+00
   8.5861802E-20   1.0000055E+00
   8.6139035E-20   1.0000055E+00
   8.6417162E-20   1.0000055E+00
   8.6696188E-20   1.0000055E+00
   8.6976114E-20   1.0000055E+00
   8.7256944E-20   1.0000055E+00
   8.7538681E-20   1.0000055E+00
   8.7821328E-20   1.0000055E+00
   8.8104887E-20   1.0000055E+00
   8.8389362E-20   1.0000055E+00
   8.8674756E-20   1.0000055E+00
   8.8961070E-20   1.0000055E+00
   8.9248310E-20   1.0000055E+00
   8.9536477E-20   1.0000055E+00
   8.9825574E-20   1.0000055E+00
   9.0115604E-20   1.0000055E+00
   9.0406572E-20   1.0000055E+00
   9.0698478E-20   1.0000055E+00
   9.0991327E-20   1.0000055E+00
   9.1285122E-20   1.0000055E+00
   9.1579865E-20   1.0000055E+00
   9.1875560E-20   1.0000055E+00
   9.2172210E-20   1.0000055E+00
   9.2469817E-20   1.0000055E+00
   9.2768386E-20   1.0000055E+00
   9.3067918E-20   1.0000055E+00
   9.3368418E-20   1.0000055E+00
   9.3669888E-20   1.0000055E+00
   9.3972331E-20   1.0000055E+00
   9.4275751E-20   1.0000055E+00
   9.4580150E-20   1.0000055E+00
   9.4885533E-20   1.0000055E+00
   9.5191901E-20   1.0000055E+00
   9.5499259E-20   1.0000055E+00
   9.5807609E-20   1.0000055E+00
   9.6116954E-20   1.0000055E+00
   9.6427299E-20   1.0000055E+00
   9.6738645E-20   1.0000055E+00
   9.7050997E-20   1.0000055E+00
   9.7364357E-20   1.0000055E+00
   9.7678729E-20   1.0000055E+00
   9.7994116E-20   1.0000055E+00
   9.8310522E-20   1.0000055E+00
   9.8627949E-20   1.0000055E+00
   9.8946401E-20   1.0000055E+00
   9.9265881E-20   1.0000055E+00
   9.9586392E-20   1.0000055E+00
   9.9907939E-20   1.0000055E+00
   1.0023052E-19   1.0000055E+00
   1.0055415E-19   1.0000055E+00
   1.0087882E-19   1.0000055E+00
   1.0120454E-19   1.0000055E+00
   1.0153131E-19   1.0000055E+00
   1.0185914E-19   1.0000055E+00
   1.0218802E-19   1.0000055E+00
   1.0251797E-19   1.0000055E+00
   1.0284898E-19   1.0000055E+00
   1.0318106E-19   1.0000055E+00
   1.0351422E-19   1.0000055E+00
   1.0384845E-19   1.0000055E+00
   1.0418375E-19   1.0000055E+00
   1.0452014E-19   1.0000055E+00
   1.0485762E-19   1.0000055E+00
   1.0519619E-19   1.0000055E+00
   1.0553585E-19   1.0000055E+00
   1.0587660E-19   1.0000055E+00
   1.0621846E-19   1.0000055E+00
   1.0656142E-19   1.0000055E+00
   1.0690549E-19   1.0000055E+00
