   mu          tdec
   1.6935577E-18   1.0000055E+00
   1.6990259E-18   1.0000055E+00
   1.7045118E-18   1.0000055E+00
   1.7100153E-18   1.0000055E+00
   1.7155366E-18   1.0000055E+00
   1.7210758E-18   1.0000055E+00
   1.7266329E-18   1.0000055E+00
   1.7322078E-18   1.0000055E+00
   1.7378008E-18   1.0000055E+00
   1.7434119E-18   1.0000055E+00
   1.7490410E-18   1.0000055E+00
   1.7546884E-18   1.0000055E+00
   1.7603540E-18   1.0000055E+00
   1.7660378E-18   1.0000055E+00
   1.7717400E-18   1.0000055E+00
   1.7774607E-18   1.0000055E+00
   1.7831998E-18   1.0000055E+00
   1.7889574E-18   1.0000055E+00
   1.7947336E-18   1.0000055E+00
   1.8005285E-18   1.0000055E+00
   1.8063421E-18   1.0000055E+00
   1.8121744E-18   1.0000055E+00
   1.8180256E-18   1.0000055E+00
   1.8238957E-18   1.0000055E+00
   1.8297847E-18   1.0000055E+00
   1.8356928E-18   1.0000055E+00
   1.8416199E-18   1.0000055E+00
   1.8475662E-18   1.0000055E+00
   1.8535316E-18   1.0000055E+00
   1.8595163E-18   1.0000055E+00
   1.8655204E-18   1.0000055E+00
   1.8715438E-18   1.0000055E+00
   1.8775867E-18   1.0000055E+00
   1.8836491E-18   1.0000055E+00
   1.8897311E-18   1.0000055E+00
   1.8958327E-18   1.0000055E+00
   1.9019540E-18   1.0000055E+00
   1.9080950E-18   1.0000055E+00
   1.9142559E-18   1.0000055E+00
   1.9204367E-18   1.0000055E+00
   1.9266375E-18   1.0000055E+00
   1.9328582E-18   1.0000055E+00
   1.9390991E-18   1.0000055E+00
   1.9453601E-18   1.0000055E+00
   1.9516413E-18   1.0000055E+00
   1.9579428E-18   1.0000055E+00
   1.9642646E-18   1.0000055E+00
   1.9706069E-18   1.0000055E+00
   1.9769696E-18   1.0000055E+00
   1.9833529E-18   1.0000055E+00
   1.9897568E-18   1.0000055E+00
   1.9961814E-18   1.0000055E+00
   2.0026267E-18   1.0000055E+00
   2.0090928E-18   1.0000055E+00
   2.0155798E-18   1.0000055E+00
   2.0220878E-18   1.0000055E+00
   2.0286167E-18   1.0000055E+00
   2.0351668E-18   1.0000055E+00
   2.0417379E-18   1.0000055E+00
   2.0483304E-18   1.0000055E+00
   2.0549440E-18   1.0000055E+00
   2.0615791E-18   1.0000055E+00
   2.0682356E-18   1.0000055E+00
   2.0749135E-18   1.0000055E+00
   2.0816130E-18   1.0000055E+00
   2.0883342E-18   1.0000055E+00
   2.0950771E-18   1.0000055E+00
   2.1018417E-18   1.0000055E+00
   2.1086281E-18   1.0000055E+00
   2.1154365E-18   1.0000055E+00
   2.1222669E-18   1.0000055E+00
   2.1291193E-18   1.0000055E+00
   2.1359939E-18   1.0000055E+00
   2.1428906E-18   1.0000055E+00
   2.1498096E-18   1.0000055E+00
   2.1567510E-18   1.0000055E+00
   2.1637147E-18   1.0000055E+00
   2.1707010E-18   1.0000055E+00
   2.1777098E-18   1.0000055E+00
   2.1847412E-18   1.0000055E+00
   2.1917953E-18   1.0000055E+00
   2.1988723E-18   1.0000055E+00
   2.2059720E-18   1.0000055E+00
   2.2130947E-18   1.0000055E+00
   2.2202404E-18   1.0000055E+00
   2.2274092E-18   1.0000055E+00
   2.2346011E-18   1.0000055E+00
   2.2418162E-18   1.0000055E+00
   2.2490546E-18   1.0000055E+00
   2.2563164E-18   1.0000055E+00
   2.2636016E-18   1.0000055E+00
   2.2709104E-18   1.0000055E+00
   2.2782428E-18   1.0000055E+00
   2.2855988E-18   1.0000055E+00
   2.2929786E-18   1.0000055E+00
   2.3003822E-18   1.0000055E+00
   2.3078097E-18   1.0000055E+00
   2.3152612E-18   1.0000055E+00
   2.3227368E-18   1.0000055E+00
   2.3302365E-18   1.0000055E+00
   2.3377604E-18   1.0000055E+00
   2.3453086E-18   1.0000055E+00
   2.3528812E-18   1.0000055E+00
   2.3604782E-18   1.0000055E+00
   2.3680998E-18   1.0000055E+00
   2.3757460E-18   1.0000055E+00
   2.3834168E-18   1.0000055E+00
   2.3911124E-18   1.0000055E+00
   2.3988329E-18   1.0000055E+00
   2.4065783E-18   1.0000055E+00
   2.4143487E-18   1.0000055E+00
   2.4221442E-18   1.0000055E+00
   2.4299649E-18   1.0000055E+00
   2.4378108E-18   1.0000055E+00
   2.4456821E-18   1.0000055E+00
   2.4535787E-18   1.0000055E+00
   2.4615009E-18   1.0000055E+00
   2.4694487E-18   1.0000055E+00
   2.4774221E-18   1.0000055E+00
   2.4854212E-18   1.0000055E+00
   2.4934462E-18   1.0000055E+00
   2.5014971E-18   1.0000055E+00
   2.5095740E-18   1.0000055E+00
   2.5176769E-18   1.0000055E+00
   2.5258061E-18   1.0000055E+00
   2.5339614E-18   1.0000055E+00
   2.5421431E-18   1.0000055E+00
   2.5503513E-18   1.0000055E+00
   2.5585859E-18   1.0000055E+00
   2.5668471E-18   1.0000055E+00
   2.5751350E-18   1.0000055E+00
   2.5834496E-18   1.0000055E+00
   2.5917911E-18   1.0000055E+00
   2.6001596E-18   1.0000055E+00
   2.6085550E-18   1.0000055E+00
   2.6169776E-18   1.0000055E+00
   2.6254273E-18   1.0000055E+00
   2.6339044E-18   1.0000055E+00
   2.6424088E-18   1.0000055E+00
   2.6509406E-18   1.0000055E+00
   2.6595000E-18   1.0000055E+00
   2.6680871E-18   1.0000055E+00
   2.6767019E-18   1.0000055E+00
   2.6853444E-18   1.0000055E+00
   2.6940149E-18   1.0000055E+00
   2.7027134E-18   1.0000055E+00
   2.7114400E-18   1.0000055E+00
   2.7201948E-18   1.0000055E+00
   2.7289778E-18   1.0000055E+00
   2.7377892E-18   1.0000055E+00
   2.7466290E-18   1.0000055E+00
   2.7554974E-18   1.0000055E+00
   2.7643944E-18   1.0000055E+00
   2.7733201E-18   1.0000055E+00
   2.7822747E-18   1.0000055E+00
   2.7912581E-18   1.0000055E+00
   2.8002706E-18   1.0000055E+00
   2.8093122E-18   1.0000055E+00
   2.8183829E-18   1.0000055E+00
   2.8274830E-18   1.0000055E+00
   2.8366124E-18   1.0000055E+00
   2.8457713E-18   1.0000055E+00
   2.8549598E-18   1.0000055E+00
   2.8641780E-18   1.0000055E+00
   2.8734259E-18   1.0000055E+00
   2.8827037E-18   1.0000055E+00
   2.8920114E-18   1.0000055E+00
   2.9013492E-18   1.0000055E+00
   2.9107171E-18   1.0000055E+00
   2.9201153E-18   1.0000055E+00
   2.9295438E-18   1.0000055E+00
   2.9390028E-18   1.0000055E+00
   2.9484923E-18   1.0000055E+00
   2.9580125E-18   1.0000055E+00
   2.9675634E-18   1.0000055E+00
   2.9771451E-18   1.0000055E+00
   2.9867578E-18   1.0000055E+00
   2.9964015E-18   1.0000055E+00
   3.0060763E-18   1.0000055E+00
   3.0157824E-18   1.0000055E+00
   3.0255198E-18   1.0000055E+00
   3.0352887E-18   1.0000055E+00
   3.0450891E-18   1.0000055E+00
   3.0549211E-18   1.0000055E+00
   3.0647849E-18   1.0000055E+00
   3.0746805E-18   1.0000055E+00
   3.0846081E-18   1.0000055E+00
   3.0945678E-18   1.0000055E+00
   3.1045596E-18   1.0000055E+00
   3.1145837E-18   1.0000055E+00
   3.1246401E-18   1.0000055E+00
   3.1347290E-18   1.0000055E+00
   3.1448505E-18   1.0000055E+00
   3.1550046E-18   1.0000055E+00
   3.1651916E-18   1.0000055E+00
   3.1754114E-18   1.0000055E+00
   3.1856642E-18   1.0000055E+00
   3.1959502E-18   1.0000055E+00
   3.2062693E-18   1.0000055E+00
   3.2166218E-18   1.0000055E+00
   3.2270077E-18   1.0000055E+00
   3.2374271E-18   1.0000055E+00
   3.2478802E-18   1.0000055E+00
   3.2583670E-18   1.0000055E+00
   3.2688877E-18   1.0000055E+00
   3.2794423E-18   1.0000055E+00
   3.2900311E-18   1.0000055E+00
   3.3006540E-18   1.0000055E+00
   3.3113112E-18   1.0000055E+00
   3.3220028E-18   1.0000055E+00
   3.3327290E-18   1.0000055E+00
   3.3434898E-18   1.0000055E+00
   3.3542853E-18   1.0000055E+00
   3.3651157E-18   1.0000055E+00
   3.3759810E-18   1.0000055E+00
   3.3868815E-18   1.0000055E+00
   3.3978171E-18   1.0000055E+00
   3.4087881E-18   1.0000055E+00
   3.4197944E-18   1.0000055E+00
   3.4308363E-18   1.0000055E+00
   3.4419139E-18   1.0000055E+00
   3.4530272E-18   1.0000055E+00
   3.4641764E-18   1.0000055E+00
   3.4753616E-18   1.0000055E+00
   3.4865829E-18   1.0000055E+00
   3.4978405E-18   1.0000055E+00
   3.5091344E-18   1.0000055E+00
   3.5204647E-18   1.0000055E+00
   3.5318317E-18   1.0000055E+00
   3.5432353E-18   1.0000055E+00
   3.5546758E-18   1.0000055E+00
   3.5661532E-18   1.0000055E+00
   3.5776677E-18   1.0000055E+00
   3.5892193E-18   1.0000055E+00
   3.6008083E-18   1.0000055E+00
   3.6124347E-18   1.0000055E+00
   3.6240986E-18   1.0000055E+00
   3.6358001E-18   1.0000055E+00
   3.6475395E-18   1.0000055E+00
   3.6593167E-18   1.0000055E+00
   3.6711320E-18   1.0000055E+00
   3.6829854E-18   1.0000055E+00
   3.6948771E-18   1.0000055E+00
   3.7068072E-18   1.0000055E+00
   3.7187758E-18   1.0000055E+00
   3.7307831E-18   1.0000055E+00
   3.7428291E-18   1.0000055E+00
   3.7549140E-18   1.0000055E+00
   3.7670380E-18   1.0000055E+00
   3.7792011E-18   1.0000055E+00
   3.7914034E-18   1.0000055E+00
   3.8036452E-18   1.0000055E+00
   3.8159265E-18   1.0000055E+00
   3.8282474E-18   1.0000055E+00
   3.8406082E-18   1.0000055E+00
   3.8530088E-18   1.0000055E+00
   3.8654495E-18   1.0000055E+00
   3.8779303E-18   1.0000055E+00
   3.8904514E-18   1.0000055E+00
   3.9030130E-18   1.0000055E+00
   3.9156151E-18   1.0000055E+00
   3.9282580E-18   1.0000055E+00
   3.9409416E-18   1.0000055E+00
   3.9536662E-18   1.0000055E+00
   3.9664319E-18   1.0000055E+00
   3.9792388E-18   1.0000055E+00
   3.9920870E-18   1.0000055E+00
   4.0049768E-18   1.0000055E+00
   4.0179081E-18   1.0000055E+00
   4.0308812E-18   1.0000055E+00
   4.0438962E-18   1.0000055E+00
   4.0569532E-18   1.0000055E+00
   4.0700524E-18   1.0000055E+00
   4.0831939E-18   1.0000055E+00
   4.0963778E-18   1.0000055E+00
   4.1096042E-18   1.0000055E+00
   4.1228734E-18   1.0000055E+00
   4.1361854E-18   1.0000055E+00
   4.1495404E-18   1.0000055E+00
   4.1629385E-18   1.0000055E+00
   4.1763799E-18   1.0000055E+00
   4.1898647E-18   1.0000055E+00
   4.2033930E-18   1.0000055E+00
   4.2169650E-18   1.0000055E+00
   4.2305809E-18   1.0000055E+00
   4.2442406E-18   1.0000055E+00
   4.2579445E-18   1.0000055E+00
   4.2716927E-18   1.0000055E+00
   4.2854852E-18   1.0000055E+00
   4.2993223E-18   1.0000055E+00
   4.3132040E-18   1.0000055E+00
   4.3271306E-18   1.0000055E+00
   4.3411021E-18   1.0000055E+00
   4.3551187E-18   1.0000055E+00
   4.3691806E-18   1.0000055E+00
   4.3832879E-18   1.0000055E+00
   4.3974408E-18   1.0000055E+00
   4.4116393E-18   1.0000055E+00
   4.4258837E-18   1.0000055E+00
   4.4401741E-18   1.0000055E+00
   4.4545106E-18   1.0000055E+00
   4.4688934E-18   1.0000055E+00
   4.4833227E-18   1.0000055E+00
   4.4977985E-18   1.0000055E+00
   4.5123211E-18   1.0000055E+00
   4.5268906E-18   1.0000055E+00
   4.5415071E-18   1.0000055E+00
   4.5561708E-18   1.0000055E+00
   4.5708819E-18   1.0000055E+00
   4.5856405E-18   1.0000055E+00
   4.6004467E-18   1.0000055E+00
   4.6153007E-18   1.0000055E+00
   4.6302027E-18   1.0000055E+00
   4.6451528E-18   1.0000055E+00
   4.6601511E-18   1.0000055E+00
   4.6751979E-18   1.0000055E+00
   4.6902933E-18   1.0000055E+00
   4.7054374E-18   1.0000055E+00
   4.7206304E-18   1.0000055E+00
   4.7358725E-18   1.0000055E+00
   4.7511638E-18   1.0000055E+00
   4.7665044E-18   1.0000055E+00
   4.7818946E-18   1.0000055E+00
   4.7973345E-18   1.0000055E+00
   4.8128242E-18   1.0000055E+00
   4.8283640E-18   1.0000055E+00
   4.8439539E-18   1.0000055E+00
   4.8595941E-18   1.0000055E+00
   4.8752849E-18   1.0000055E+00
   4.8910263E-18   1.0000055E+00
   4.9068186E-18   1.0000055E+00
   4.9226618E-18   1.0000055E+00
   4.9385562E-18   1.0000055E+00
   4.9545019E-18   1.0000055E+00
   4.9704991E-18   1.0000055E+00
   4.9865480E-18   1.0000055E+00
   5.0026486E-18   1.0000055E+00
   5.0188013E-18   1.0000055E+00
   5.0350061E-18   1.0000055E+00
   5.0512632E-18   1.0000055E+00
   5.0675728E-18   1.0000055E+00
   5.0839351E-18   1.0000055E+00
   5.1003502E-18   1.0000055E+00
   5.1168184E-18   1.0000055E+00
   5.1333396E-18   1.0000055E+00
   5.1499143E-18   1.0000055E+00
   5.1665424E-18   1.0000055E+00
   5.1832243E-18   1.0000055E+00
   5.1999600E-18   1.0000055E+00
   5.2167497E-18   1.0000055E+00
   5.2335937E-18   1.0000055E+00
   5.2504920E-18   1.0000055E+00
   5.2674449E-18   1.0000055E+00
   5.2844525E-18   1.0000055E+00
   5.3015151E-18   1.0000055E+00
   5.3186327E-18   1.0000055E+00
   5.3358056E-18   1.0000055E+00
   5.3530340E-18   1.0000055E+00
   5.3703180E-18   1.0000055E+00
   5.3876578E-18   1.0000055E+00
   5.4050535E-18   1.0000055E+00
   5.4225055E-18   1.0000055E+00
   5.4400138E-18   1.0000055E+00
   5.4575786E-18   1.0000055E+00
   5.4752002E-18   1.0000055E+00
   5.4928786E-18   1.0000055E+00
   5.5106141E-18   1.0000055E+00
   5.5284069E-18   1.0000055E+00
   5.5462571E-18   1.0000055E+00
   5.5641650E-18   1.0000055E+00
   5.5821307E-18   1.0000055E+00
   5.6001544E-18   1.0000055E+00
   5.6182363E-18   1.0000055E+00
   5.6363766E-18   1.0000055E+00
   5.6545754E-18   1.0000055E+00
   5.6728330E-18   1.0000055E+00
   5.6911496E-18   1.0000055E+00
   5.7095253E-18   1.0000055E+00
   5.7279603E-18   1.0000055E+00
   5.7464549E-18   1.0000055E+00
   5.7650091E-18   1.0000055E+00
   5.7836233E-18   1.0000055E+00
   5.8022976E-18   1.0000055E+00
   5.8210322E-18   1.0000055E+00
   5.8398272E-18   1.0000055E+00
   5.8586830E-18   1.0000055E+00
   5.8775996E-18   1.0000055E+00
   5.8965774E-18   1.0000055E+00
   5.9156163E-18   1.0000055E+00
   5.9347168E-18   1.0000055E+00
   5.9538789E-18   1.0000055E+00
   5.9731029E-18   1.0000055E+00
   5.9923890E-18   1.0000055E+00
   6.0117374E-18   1.0000055E+00
   6.0311482E-18   1.0000055E+00
   6.0506217E-18   1.0000055E+00
   6.0701581E-18   1.0000055E+00
   6.0897575E-18   1.0000055E+00
   6.1094202E-18   1.0000055E+00
   6.1291465E-18   1.0000055E+00
   6.1489364E-18   1.0000055E+00
   6.1687902E-18   1.0000055E+00
   6.1887081E-18   1.0000055E+00
   6.2086903E-18   1.0000055E+00
   6.2287371E-18   1.0000055E+00
   6.2488486E-18   1.0000055E+00
   6.2690250E-18   1.0000055E+00
   6.2892665E-18   1.0000055E+00
   6.3095734E-18   1.0000055E+00
   6.3299459E-18   1.0000055E+00
   6.3503842E-18   1.0000055E+00
   6.3708884E-18   1.0000055E+00
   6.3914589E-18   1.0000055E+00
   6.4120958E-18   1.0000055E+00
   6.4327993E-18   1.0000055E+00
   6.4535696E-18   1.0000055E+00
   6.4744070E-18   1.0000055E+00
   6.4953117E-18   1.0000055E+00
   6.5162839E-18   1.0000055E+00
   6.5373239E-18   1.0000055E+00
   6.5584317E-18   1.0000055E+00
   6.5796077E-18   1.0000055E+00
   6.6008521E-18   1.0000055E+00
   6.6221650E-18   1.0000055E+00
   6.6435468E-18   1.0000055E+00
   6.6649976E-18   1.0000055E+00
   6.6865177E-18   1.0000055E+00
   6.7081073E-18   1.0000055E+00
   6.7297666E-18   1.0000055E+00
   6.7514958E-18   1.0000055E+00
   6.7732951E-18   1.0000055E+00
   6.7951649E-18   1.0000055E+00
   6.8171053E-18   1.0000055E+00
   6.8391165E-18   1.0000055E+00
   6.8611988E-18   1.0000055E+00
   6.8833523E-18   1.0000055E+00
   6.9055774E-18   1.0000055E+00
   6.9278743E-18   1.0000055E+00
   6.9502432E-18   1.0000055E+00
   6.9726843E-18   1.0000055E+00
   6.9951978E-18   1.0000055E+00
   7.0177840E-18   1.0000055E+00
   7.0404432E-18   1.0000055E+00
   7.0631755E-18   1.0000055E+00
   7.0859813E-18   1.0000055E+00
   7.1088606E-18   1.0000055E+00
   7.1318139E-18   1.0000055E+00
   7.1548412E-18   1.0000055E+00
   7.1779429E-18   1.0000055E+00
   7.2011192E-18   1.0000055E+00
   7.2243703E-18   1.0000055E+00
   7.2476965E-18   1.0000055E+00
   7.2710980E-18   1.0000055E+00
   7.2945751E-18   1.0000055E+00
   7.3181280E-18   1.0000055E+00
   7.3417569E-18   1.0000055E+00
   7.3654621E-18   1.0000055E+00
   7.3892439E-18   1.0000055E+00
   7.4131024E-18   1.0000055E+00
   7.4370380E-18   1.0000055E+00
   7.4610509E-18   1.0000055E+00
   7.4851412E-18   1.0000055E+00
   7.5093094E-18   1.0000055E+00
   7.5335556E-18   1.0000055E+00
   7.5578801E-18   1.0000055E+00
   7.5822832E-18   1.0000055E+00
   7.6067650E-18   1.0000055E+00
   7.6313259E-18   1.0000055E+00
   7.6559661E-18   1.0000055E+00
   7.6806858E-18   1.0000055E+00
   7.7054854E-18   1.0000055E+00
   7.7303650E-18   1.0000055E+00
   7.7553250E-18   1.0000055E+00
   7.7803655E-18   1.0000055E+00
   7.8054869E-18   1.0000055E+00
   7.8306894E-18   1.0000055E+00
   7.8559733E-18   1.0000055E+00
   7.8813389E-18   1.0000055E+00
   7.9067863E-18   1.0000055E+00
   7.9323159E-18   1.0000055E+00
   7.9579279E-18   1.0000055E+00
   7.9836226E-18   1.0000055E+00
   8.0094003E-18   1.0000055E+00
   8.0352612E-18   1.0000055E+00
   8.0612056E-18   1.0000055E+00
   8.0872338E-18   1.0000055E+00
   8.1133461E-18   1.0000055E+00
   8.1395426E-18   1.0000055E+00
   8.1658237E-18   1.0000055E+00
   8.1921897E-18   1.0000055E+00
   8.2186408E-18   1.0000055E+00
   8.2451773E-18   1.0000055E+00
   8.2717995E-18   1.0000055E+00
   8.2985077E-18   1.0000055E+00
   8.3253021E-18   1.0000055E+00
   8.3521830E-18   1.0000055E+00
   8.3791507E-18   1.0000055E+00
   8.4062054E-18   1.0000055E+00
   8.4333476E-18   1.0000055E+00
   8.4605773E-18   1.0000055E+00
   8.4878950E-18   1.0000055E+00
   8.5153009E-18   1.0000055E+00
   8.5427953E-18   1.0000055E+00
   8.5703785E-18   1.0000055E+00
   8.5980507E-18   1.0000055E+00
   8.6258122E-18   1.0000055E+00
   8.6536634E-18   1.0000055E+00
   8.6816046E-18   1.0000055E+00
   8.7096359E-18   1.0000055E+00
   8.7377578E-18   1.0000055E+00
   8.7659704E-18   1.0000055E+00
   8.7942741E-18   1.0000055E+00
   8.8226693E-18   1.0000055E+00
   8.8511561E-18   1.0000055E+00
   8.8797349E-18   1.0000055E+00
   8.9084060E-18   1.0000055E+00
   8.9371696E-18   1.0000055E+00
   8.9660261E-18   1.0000055E+00
   8.9949758E-18   1.0000055E+00
   9.0240190E-18   1.0000055E+00
   9.0531559E-18   1.0000055E+00
   9.0823869E-18   1.0000055E+00
   9.1117123E-18   1.0000055E+00
   9.1411324E-18   1.0000055E+00
   9.1706475E-18   1.0000055E+00
   9.2002579E-18   1.0000055E+00
   9.2299638E-18   1.0000055E+00
   9.2597657E-18   1.0000055E+00
   9.2896639E-18   1.0000055E+00
   9.3196585E-18   1.0000055E+00
   9.3497500E-18   1.0000055E+00
   9.3799387E-18   1.0000055E+00
   9.4102248E-18   1.0000055E+00
   9.4406088E-18   1.0000055E+00
   9.4710908E-18   1.0000055E+00
   9.5016712E-18   1.0000055E+00
   9.5323504E-18   1.0000055E+00
   9.5631287E-18   1.0000055E+00
   9.5940063E-18   1.0000055E+00
   9.6249836E-18   1.0000055E+00
   9.6560610E-18   1.0000055E+00
   9.6872387E-18   1.0000055E+00
   9.7185170E-18   1.0000055E+00
   9.7498964E-18   1.0000055E+00
   9.7813770E-18   1.0000055E+00
   9.8129594E-18   1.0000055E+00
   9.8446436E-18   1.0000055E+00
   9.8764302E-18   1.0000055E+00
   9.9083194E-18   1.0000055E+00
   9.9403116E-18   1.0000055E+00
   9.9724071E-18   1.0000055E+00
   1.0004606E-17   1.0000055E+00
   1.0036909E-17   1.0000055E+00
   1.0069317E-17   1.0000055E+00
   1.0101829E-17   1.0000055E+00
   1.0134446E-17   1.0000055E+00
   1.0167168E-17   1.0000055E+00
   1.0199996E-17   1.0000055E+00
   1.0232930E-17   1.0000055E+00
   1.0265970E-17   1.0000055E+00
   1.0299117E-17   1.0000055E+00
   1.0332371E-17   1.0000055E+00
   1.0365733E-17   1.0000055E+00
   1.0399202E-17   1.0000055E+00
   1.0432779E-17   1.0000055E+00
   1.0466464E-17   1.0000055E+00
   1.0500259E-17   1.0000055E+00
   1.0534162E-17   1.0000055E+00
   1.0568175E-17   1.0000055E+00
   1.0602298E-17   1.0000055E+00
   1.0636531E-17   1.0000055E+00
   1.0670874E-17   1.0000055E+00
   1.0705329E-17   1.0000055E+00
   1.0739894E-17   1.0000055E+00
   1.0774571E-17   1.0000055E+00
   1.0809360E-17   1.0000055E+00
   1.0844262E-17   1.0000055E+00
   1.0879276E-17   1.0000055E+00
   1.0914403E-17   1.0000055E+00
   1.0949644E-17   1.0000055E+00
   1.0984998E-17   1.0000055E+00
   1.1020467E-17   1.0000055E+00
   1.1056050E-17   1.0000055E+00
   1.1091748E-17   1.0000055E+00
   1.1127561E-17   1.0000055E+00
   1.1163490E-17   1.0000055E+00
   1.1199535E-17   1.0000055E+00
   1.1235697E-17   1.0000055E+00
   1.1271975E-17   1.0000055E+00
   1.1308370E-17   1.0000055E+00
   1.1344882E-17   1.0000055E+00
   1.1381513E-17   1.0000055E+00
   1.1418262E-17   1.0000055E+00
   1.1455129E-17   1.0000055E+00
   1.1492116E-17   1.0000055E+00
   1.1529222E-17   1.0000055E+00
   1.1566448E-17   1.0000055E+00
   1.1603794E-17   1.0000055E+00
   1.1641260E-17   1.0000055E+00
   1.1678848E-17   1.0000055E+00
   1.1716557E-17   1.0000055E+00
   1.1754387E-17   1.0000055E+00
   1.1792340E-17   1.0000055E+00
   1.1830416E-17   1.0000055E+00
   1.1868614E-17   1.0000055E+00
   1.1906935E-17   1.0000055E+00
   1.1945381E-17   1.0000055E+00
   1.1983950E-17   1.0000055E+00
   1.2022644E-17   1.0000055E+00
   1.2061463E-17   1.0000055E+00
   1.2100408E-17   1.0000055E+00
   1.2139478E-17   1.0000055E+00
   1.2178674E-17   1.0000055E+00
   1.2217997E-17   1.0000055E+00
   1.2257446E-17   1.0000055E+00
   1.2297023E-17   1.0000055E+00
   1.2336728E-17   1.0000055E+00
   1.2376561E-17   1.0000055E+00
   1.2416523E-17   1.0000055E+00
   1.2456614E-17   1.0000055E+00
   1.2496834E-17   1.0000055E+00
   1.2537184E-17   1.0000055E+00
   1.2577664E-17   1.0000055E+00
   1.2618275E-17   1.0000055E+00
   1.2659017E-17   1.0000055E+00
   1.2699891E-17   1.0000055E+00
   1.2740897E-17   1.0000055E+00
   1.2782035E-17   1.0000055E+00
   1.2823306E-17   1.0000055E+00
   1.2864710E-17   1.0000055E+00
   1.2906248E-17   1.0000055E+00
   1.2947920E-17   1.0000055E+00
   1.2989726E-17   1.0000055E+00
   1.3031668E-17   1.0000055E+00
   1.3073745E-17   1.0000055E+00
   1.3115957E-17   1.0000055E+00
   1.3158307E-17   1.0000055E+00
   1.3200792E-17   1.0000055E+00
   1.3243415E-17   1.0000055E+00
   1.3286176E-17   1.0000055E+00
   1.3329075E-17   1.0000055E+00
   1.3372112E-17   1.0000055E+00
   1.3415288E-17   1.0000055E+00
   1.3458604E-17   1.0000055E+00
   1.3502059E-17   1.0000055E+00
   1.3545655E-17   1.0000055E+00
   1.3589391E-17   1.0000055E+00
   1.3633269E-17   1.0000055E+00
   1.3677288E-17   1.0000055E+00
   1.3721450E-17   1.0000055E+00
   1.3765754E-17   1.0000055E+00
   1.3810201E-17   1.0000055E+00
   1.3854792E-17   1.0000055E+00
   1.3899526E-17   1.0000055E+00
   1.3944405E-17   1.0000055E+00
   1.3989429E-17   1.0000055E+00
   1.4034599E-17   1.0000055E+00
   1.4079914E-17   1.0000055E+00
   1.4125375E-17   1.0000055E+00
   1.4170984E-17   1.0000055E+00
   1.4216739E-17   1.0000055E+00
   1.4262643E-17   1.0000055E+00
   1.4308694E-17   1.0000055E+00
   1.4354894E-17   1.0000055E+00
   1.4401244E-17   1.0000055E+00
   1.4447743E-17   1.0000055E+00
   1.4494392E-17   1.0000055E+00
   1.4541192E-17   1.0000055E+00
   1.4588143E-17   1.0000055E+00
   1.4635245E-17   1.0000055E+00
   1.4682500E-17   1.0000055E+00
   1.4729907E-17   1.0000055E+00
   1.4777467E-17   1.0000055E+00
   1.4825181E-17   1.0000055E+00
   1.4873049E-17   1.0000055E+00
   1.4921071E-17   1.0000055E+00
   1.4969249E-17   1.0000055E+00
   1.5017582E-17   1.0000055E+00
   1.5066071E-17   1.0000055E+00
   1.5114716E-17   1.0000055E+00
   1.5163519E-17   1.0000055E+00
   1.5212479E-17   1.0000055E+00
   1.5261598E-17   1.0000055E+00
   1.5310875E-17   1.0000055E+00
   1.5360311E-17   1.0000055E+00
   1.5409906E-17   1.0000055E+00
   1.5459662E-17   1.0000055E+00
   1.5509579E-17   1.0000055E+00
   1.5559656E-17   1.0000055E+00
   1.5609896E-17   1.0000055E+00
   1.5660297E-17   1.0000055E+00
   1.5710861E-17   1.0000055E+00
   1.5761589E-17   1.0000055E+00
   1.5812480E-17   1.0000055E+00
   1.5863536E-17   1.0000055E+00
   1.5914757E-17   1.0000055E+00
   1.5966142E-17   1.0000055E+00
   1.6017694E-17   1.0000055E+00
   1.6069413E-17   1.0000055E+00
   1.6121298E-17   1.0000055E+00
   1.6173351E-17   1.0000055E+00
   1.6225571E-17   1.0000055E+00
   1.6277961E-17   1.0000055E+00
   1.6330519E-17   1.0000055E+00
   1.6383248E-17   1.0000055E+00
   1.6436146E-17   1.0000055E+00
   1.6489216E-17   1.0000055E+00
   1.6542456E-17   1.0000055E+00
   1.6595869E-17   1.0000055E+00
   1.6649454E-17   1.0000055E+00
   1.6703212E-17   1.0000055E+00
   1.6757144E-17   1.0000055E+00
   1.6811250E-17   1.0000055E+00
   1.6865530E-17   1.0000055E+00
   1.6919986E-17   1.0000055E+00
   1.6974618E-17   1.0000055E+00
   1.7029426E-17   1.0000055E+00
   1.7084411E-17   1.0000055E+00
   1.7139573E-17   1.0000055E+00
   1.7194914E-17   1.0000055E+00
   1.7250433E-17   1.0000055E+00
   1.7306132E-17   1.0000055E+00
   1.7362010E-17   1.0000055E+00
   1.7418069E-17   1.0000055E+00
   1.7474309E-17   1.0000055E+00
   1.7530730E-17   1.0000055E+00
   1.7587334E-17   1.0000055E+00
   1.7644120E-17   1.0000055E+00
   1.7701090E-17   1.0000055E+00
   1.7758243E-17   1.0000055E+00
   1.7815581E-17   1.0000055E+00
   1.7873105E-17   1.0000055E+00
   1.7930814E-17   1.0000055E+00
   1.7988709E-17   1.0000055E+00
   1.8046791E-17   1.0000055E+00
   1.8105061E-17   1.0000055E+00
