nmu      tdc      omegab      d      he3      he4      li6      li7      heavy
   5.0234E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.1286E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.2360E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.3456E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.4576E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.5719E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.6885E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.8076E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.9293E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.0534E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.1802E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.3096E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.4417E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.5766E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.7143E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.8549E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.9984E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.1450E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.2946E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.4473E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.6033E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.7625E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.9250E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.0910E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.2604E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.4333E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.6099E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.7902E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.9743E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   9.1622E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   9.3541E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   9.5499E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   9.7499E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   9.9541E-14  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.0162E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.0375E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.0593E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.0814E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.1041E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.1272E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.1508E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.1749E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.1995E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.2246E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.2503E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.2764E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.3032E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.3305E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.3583E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.3868E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.4158E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.4454E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.4757E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.5066E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.5382E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.5704E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.6032E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.6368E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.6711E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.7061E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.7418E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.7783E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.8155E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.8535E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.8923E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.9320E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.9724E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.0137E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.0559E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.0989E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.1429E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.1878E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.2336E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.2803E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.3281E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.3768E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.4266E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.4774E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.5293E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.5823E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.6363E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.6915E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.7479E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.8054E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.8642E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.9242E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.9854E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.0479E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.1117E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.1769E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.2434E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.3113E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.3806E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.4514E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.5237E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.5975E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.6728E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.7497E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.8282E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.9084E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   3.9902E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   4.0738E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   4.1591E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   4.2462E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   4.3351E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   4.4259E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   4.5186E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   4.6132E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   4.7098E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   4.8084E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   4.9091E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.0119E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.1168E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.2240E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.3333E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.4450E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.5590E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.6754E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.7943E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   5.9156E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.0395E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.1660E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.2951E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.4269E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.5615E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.6988E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.8391E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   6.9823E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.1285E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.2778E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.4302E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.5858E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.7446E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   7.9068E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.0724E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.2414E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.4140E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.5901E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.7700E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   8.9536E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   9.1411E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   9.3325E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   9.5280E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   9.7275E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   9.9312E-13  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.0139E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.0351E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.0568E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.0789E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.1015E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.1246E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.1482E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.1722E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.1967E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.2218E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.2474E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.2735E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.3002E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.3274E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.3552E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.3836E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.4125E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.4421E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.4723E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.5031E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.5346E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.5668E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.5996E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.6331E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.6672E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.7022E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.7378E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.7742E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.8113E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.8493E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.8880E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.9275E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   1.9679E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.0091E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.0512E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.0941E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.1380E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.1827E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.2284E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.2751E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.3227E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.3714E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.4210E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.4717E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.5235E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
   2.5763E-12  1.0000E+00  7.5039E-01  3.3556E-05  2.5361E-05  2.4955E-01  4.5369E-14  3.1414E-09  7.3094E-14
